id,LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects
1665,1,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,3,0.2,2,3,2,3,5,0.0,2,False
1666,0,1,4,0,0,0,1,0.2,0,1,1,5,1,0,5,1,1,1,27.63,2.81,218.56,0.03,21,0.36,12.14,77.71,1,0,0,6,0.14,9,12,8,5,7,0.0,5,False
1667,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,3,0.5,0,0,0,0,2,0.0,0,False
1668,0,1,0,1,0,0,1,0.5,0,1,1,1,1,0,1,1,0,0,10.44,3.5,127.89,0.01,11,0.29,7.11,36.54,1,0,0,2,0.25,3,8,3,7,4,50.0,2,False
1669,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,3,0.5,2,3,2,3,2,0.0,0,False
1670,0,1,1,1,0,0,1,0.5,0,1,1,2,1,0,1,0,0,0,9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,1,0,0,3,0.25,3,4,3,4,4,50.0,2,False
1671,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,1.0,2,3,2,3,1,0.0,0,False
1672,0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,1,1,7.35,8.0,470.48,0.02,17,0.13,26.14,58.81,1,0,0,2,0.25,6,11,3,8,4,0.0,2,False
1673,0,1,3,0,0,0,1,1.0,0,1,1,4,1,0,0,0,1,1,9.31,2.5,58.16,0.01,9,0.4,3.23,23.26,1,0,0,5,0.5,1,8,1,5,2,0.0,0,False
1674,6,5,7,0,3,8,3,0.13,4,2,0,16,1,0,23,0,2,0,44.11,14.07,8730.91,0.21,113,0.07,485.05,620.58,0,2,4,15,0.09,51,62,29,16,34,11.54,23,False
1675,0,1,1,0,0,0,1,0.25,0,1,1,2,1,0,4,6,1,1,28.92,4.33,543.12,0.04,29,0.23,30.17,125.34,1,0,0,3,0.08,13,16,12,8,13,0.0,4,False
1676,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,0.5,2,4,2,4,2,0.0,0,False
1677,15,3,22,0,1,4,1,0.02,2,1,1,48,1,0,44,0,1,1,68.1,16.55,18643.53,0.38,204,0.06,1035.75,1126.81,1,1,2,48,0.02,84,120,33,13,62,2.22,44,False
1678,0,1,3,0,0,0,1,1.0,0,1,1,4,1,0,0,0,1,1,9.31,2.5,58.16,0.01,9,0.4,3.23,23.26,1,0,0,5,0.5,1,8,1,5,2,0.0,0,False
1679,0,1,2,0,0,0,1,0.17,0,1,1,3,1,0,6,0,0,0,17.51,5.0,437.85,0.03,23,0.2,24.32,87.57,1,0,0,4,0.13,10,13,7,7,8,0.0,6,False
1680,0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1,0,0,3,0.25,2,5,2,5,4,0.0,2,False
1681,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
1682,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,3,0.5,0,0,0,0,2,0.0,0,False
1683,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1,0,0,2,1.0,1,4,1,4,1,0.0,0,False
1684,0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,3,0.25,2,3,2,3,4,0.0,2,False
1685,5,11,5,0,7,20,6,0.3,10,5,0,23,1,0,20,0,6,1,18.59,38.0,26850.51,0.24,144,0.03,1491.69,706.59,0,5,10,19,0.17,44,100,11,19,35,25.93,20,False
1686,0,1,1,0,1,0,1,0.5,0,1,1,2,1,0,2,0,0,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1,0,0,3,0.25,1,4,1,4,4,33.33,2,False
1687,1,1,2,1,1,0,1,0.17,0,1,1,5,1,0,5,0,0,0,15.99,5.0,399.77,0.03,21,0.2,22.21,79.95,1,0,0,6,0.1,10,11,7,7,10,28.57,6,False
1688,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,2,1,1,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,0.5,3,6,3,6,2,0.0,0,False
1689,0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,0.25,1,3,1,3,4,0.0,2,False
1690,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,0,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1,0,0,3,1.0,1,4,1,4,1,0.0,0,False
1691,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1,0,0,3,0.5,2,5,2,5,2,0.0,0,False
1692,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,1.0,2,4,2,4,1,0.0,0,False
1693,2,7,1,0,0,12,4,0.36,6,2,0,14,3,0,11,0,4,1,12.35,16.0,3162.47,0.07,45,0.06,175.69,197.65,0,3,6,12,0.29,16,29,7,14,14,0.0,11,False
1694,0,1,1,0,0,0,1,0.17,0,1,1,2,1,0,6,0,0,0,22.08,3.57,281.68,0.03,22,0.28,15.65,78.87,1,0,0,3,0.13,10,12,7,5,8,0.0,6,False
1695,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,2,0.5,0,0,0,0,2,0.0,0,False
1696,0,3,0,0,0,6,2,1.0,2,1,0,5,1,0,0,0,2,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,0,2,3,5,2.0,2,4,2,4,1,0.0,0,False
1697,0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,1,1,8.98,2.5,56.15,0.01,8,0.4,3.12,22.46,1,0,0,2,0.2,2,6,2,5,5,0.0,2,False
1698,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
1699,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,1.0,2,3,2,3,1,0.0,0,False
1700,2,1,2,1,0,0,1,0.14,0,1,1,3,1,0,6,1,1,1,14.47,6.75,659.29,0.03,25,0.15,36.63,97.67,1,0,0,4,0.08,9,16,6,9,13,14.29,7,False
1701,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,0.5,2,4,2,4,2,0.0,0,False
1702,18,3,4,2,0,4,2,0.17,2,2,1,11,1,0,10,0,1,0,24.55,8.85,1920.77,0.07,48,0.11,106.71,217.13,0,1,2,11,0.06,23,25,13,10,33,16.67,12,False
1703,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,1.0,2,3,2,3,1,0.0,0,False
1704,4,3,0,0,0,4,1,0.33,2,1,1,8,1,0,3,0,0,0,13.29,3.0,119.59,0.01,12,0.33,6.64,39.86,1,1,2,8,0.11,4,8,4,6,9,0.0,3,False
1705,0,3,0,0,0,6,2,1.0,2,1,0,5,1,0,0,0,2,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,0,2,3,5,2.0,2,4,2,4,1,0.0,0,False
1706,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
1707,0,3,2,0,0,4,2,0.4,2,2,1,7,1,0,5,0,2,1,15.36,3.5,188.21,0.02,15,0.29,10.46,53.77,0,1,2,7,0.29,5,10,5,7,7,0.0,5,False
1708,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
1709,8,12,8,13,9,10,8,0.16,4,6,0,47,3,0,36,0,4,0,52.46,30.56,48975.36,0.53,276,0.03,2720.85,1602.83,0,3,5,41,0.12,110,166,36,20,68,37.93,49,False
1710,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,1,1,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,0.5,3,6,3,6,2,0.0,0,False
1711,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,0,0,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,0.5,3,6,3,6,2,0.0,0,False
1712,0,1,0,0,0,4,1,1.0,2,1,1,1,1,0,0,0,1,1,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1,1,2,2,1.0,1,4,1,4,1,0.0,0,False
1713,0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,1,1,13.5,2.0,54.0,0.01,9,0.5,3.0,27.0,1,0,0,3,0.33,4,5,4,4,3,0.0,2,False
1714,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,2,1.0,0,0,0,0,1,0.0,0,False
1715,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,1,1,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,0.5,3,6,3,6,2,0.0,0,False
1716,0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,0.2,1,3,1,3,5,0.0,2,False
1717,0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,0.25,1,3,1,3,4,0.0,2,False
1718,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,0.5,2,4,2,4,2,0.0,0,False
1719,0,3,3,0,0,4,2,0.29,2,2,1,7,1,0,7,0,2,1,15.51,5.25,427.4,0.03,22,0.19,23.74,81.41,0,1,2,7,0.22,9,13,6,7,9,0.0,7,False
1720,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,1.0,2,3,2,3,1,0.0,0,False
1721,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,3,1.0,1,5,1,5,1,0.0,0,False
1722,0,7,0,0,0,0,6,0.2,0,1,0,14,1,0,30,0,0,0,44.38,11.05,5420.93,0.16,99,0.09,301.16,490.47,0,0,0,10,0.19,35,64,19,12,32,0.0,30,False
1723,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,1.0,2,4,2,4,1,0.0,0,False
1724,1,1,3,0,0,0,1,0.11,0,1,1,7,1,0,9,0,0,0,31.26,4.75,705.19,0.05,38,0.21,39.18,148.46,1,0,0,8,0.09,19,19,10,5,11,0.0,9,False
1725,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1,0,0,3,0.5,2,5,2,5,2,0.0,0,False
1726,1,5,6,0,3,8,3,0.16,4,3,1,14,1,0,19,0,3,1,19.07,10.91,2270.01,0.07,46,0.09,126.11,208.08,0,2,4,13,0.12,20,26,11,12,25,13.64,19,False
1727,1,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,3,0.2,2,3,2,3,5,0.0,2,False
1728,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
1729,0,1,0,1,0,0,1,0.5,0,1,1,1,1,0,1,1,0,0,10.44,3.5,127.89,0.01,11,0.29,7.11,36.54,1,0,0,2,0.25,3,8,3,7,4,50.0,2,False
1730,5,5,3,6,0,8,3,0.21,4,3,1,13,1,0,8,0,0,0,30.59,3.75,430.18,0.04,31,0.27,23.9,114.71,0,2,4,12,0.14,12,19,8,5,21,42.86,14,False
1731,0,1,1,0,1,0,1,0.33,0,1,1,2,1,0,3,0,1,1,7.89,8.0,504.93,0.02,19,0.13,28.05,63.12,1,0,0,3,0.17,4,15,2,8,6,25.0,3,False
1732,0,5,4,0,0,8,3,0.43,4,2,0,13,1,0,7,0,0,0,11.89,13.13,2048.55,0.05,35,0.08,113.81,156.08,0,2,4,12,0.33,15,20,8,14,9,0.0,7,False
1733,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,1.0,2,3,2,3,1,0.0,0,False
1734,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
1735,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,3,1,1,12.18,3.0,109.62,0.01,11,0.33,6.09,36.54,1,0,0,3,0.5,4,7,4,6,2,0.0,0,False
1736,1,1,1,2,0,0,1,0.33,0,1,1,2,1,0,1,0,0,0,11.23,2.0,44.92,0.01,8,0.5,2.5,22.46,1,0,0,3,0.17,3,5,3,4,6,66.67,3,False
1737,5,5,4,0,2,8,3,0.19,4,3,1,12,1,0,16,0,3,1,41.09,4.67,894.86,0.06,43,0.21,49.71,191.76,0,2,4,11,0.12,20,23,15,7,25,11.11,16,False
1738,0,5,0,0,0,8,3,0.27,4,1,0,8,3,1,11,0,0,0,10.66,7.5,599.66,0.03,21,0.13,33.31,79.95,1,2,4,7,0.23,6,15,4,10,13,0.0,11,False
1739,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,3,1.0,1,5,1,5,1,0.0,0,False
1740,6,1,0,0,9,0,1,0.33,0,1,1,1,1,0,3,0,0,0,16.84,1.5,37.9,0.01,9,0.67,2.11,25.27,1,0,0,2,0.05,4,5,4,3,20,75.0,3,False
1741,4,5,4,0,6,8,3,0.3,4,3,1,14,1,0,10,0,0,0,27.97,8.25,1903.71,0.08,48,0.12,105.76,230.75,0,2,4,13,0.14,22,26,16,12,22,37.5,10,False
1742,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
1743,2,13,4,1,8,24,7,0.13,12,6,0,30,6,0,54,0,5,0,25.11,40.0,40181.42,0.33,184,0.03,2232.3,1004.54,0,6,12,25,0.1,80,104,22,22,68,14.29,55,False
1744,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0,0,2,1.0,0,1,0,1,1,0.0,0,False
1745,3,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,0.14,2,4,2,4,7,0.0,2,False
1746,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,1.0,2,4,2,4,1,0.0,0,False
1747,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,2,1.0,0,0,0,0,1,0.0,0,False
1748,15,35,5,36,10,60,18,0.21,26,10,0,66,12,0,49,0,12,0,52.39,20.71,22466.83,0.36,186,0.05,1248.16,1084.92,0,17,30,50,0.16,71,115,36,21,112,48.42,85,False
1749,0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,0,0,9.43,3.5,115.5,0.01,11,0.29,6.42,33.0,1,0,0,3,0.25,1,10,1,7,4,0.0,2,False
1750,1,1,0,0,4,0,1,0.33,0,1,1,3,1,0,3,0,1,1,11.23,2.0,44.92,0.01,8,0.5,2.5,22.46,1,0,0,4,0.1,3,5,3,4,10,57.14,3,False
1751,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,1,1,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1,0,0,3,1.0,3,5,3,5,1,0.0,0,False
1752,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,1,1,6.86,3.5,84.0,0.01,8,0.29,4.67,24.0,1,0,0,3,1.0,1,7,1,7,1,0.0,0,False
1753,1,5,4,0,3,8,3,0.16,4,3,1,14,1,0,19,0,0,0,20.96,10.5,2310.82,0.07,48,0.1,128.38,220.08,0,2,4,13,0.12,21,27,12,12,25,13.64,19,False
1754,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,1.0,2,4,2,4,1,0.0,0,False
1755,20,23,3,3,48,38,12,0.23,18,5,0,46,6,0,50,0,0,0,20.4,43.71,38982.45,0.3,180,0.02,2165.69,891.76,0,10,19,36,0.1,72,108,14,17,123,50.5,53,False
1756,0,1,0,1,0,0,1,0.14,0,1,1,1,1,0,6,0,0,0,34.58,2.89,288.63,0.03,27,0.35,16.04,99.91,1,0,0,2,0.11,13,14,9,4,9,14.29,7,False
1757,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,2,0.5,0,0,0,0,2,0.0,0,False
1758,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1,0,0,3,0.5,2,5,2,5,2,0.0,0,False
1759,0,3,2,0,0,6,2,0.5,2,2,1,6,1,0,4,0,2,1,21.5,7.15,1099.18,0.05,35,0.14,61.07,153.73,0,2,3,6,0.33,13,22,10,11,6,0.0,4,False
1760,1,3,1,1,1,4,2,0.29,2,2,1,7,1,0,6,2,0,0,8.36,9.0,677.56,0.03,21,0.11,37.64,75.28,0,1,2,7,0.17,9,12,4,8,12,25.0,7,False
1761,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,1.0,2,3,2,3,1,0.0,0,False
1762,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
1763,13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,1,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True
1764,1,3,4,0,2,4,2,0.17,2,2,1,8,1,0,12,0,2,1,14.73,8.94,1176.94,0.04,31,0.11,65.39,131.69,0,1,2,8,0.12,13,18,8,11,17,14.29,12,False
1765,2,3,2,0,2,4,2,0.25,2,2,1,6,1,0,8,1,2,1,9.47,12.38,1450.43,0.04,30,0.08,80.58,117.21,0,1,2,6,0.14,9,21,4,11,14,20.0,8,False
1766,0,3,0,0,0,6,2,1.0,2,1,0,5,1,0,0,0,2,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,0,2,3,5,2.0,2,4,2,4,1,0.0,0,False
1767,0,3,2,0,0,4,2,0.67,2,2,1,6,1,0,3,0,2,1,14.28,4.0,228.44,0.02,15,0.25,12.69,57.11,0,1,2,6,0.4,6,9,6,8,5,0.0,3,False
1768,0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,3,0.25,2,3,2,3,4,0.0,2,False
1769,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,2,1,1,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,0.5,3,6,3,6,2,0.0,0,False
1770,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,0,0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1,0,0,3,0.5,2,5,2,5,2,0.0,0,False
1771,2,3,1,5,0,0,2,0.2,0,2,1,6,1,0,5,0,0,0,13.96,6.0,502.57,0.03,22,0.17,27.92,83.76,0,0,0,6,0.14,9,13,6,8,14,50.0,10,False
1772,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,2,1.0,0,0,0,0,1,0.0,0,False
1773,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,1,1,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,0.5,3,6,3,6,2,0.0,0,False
1774,0,3,2,0,0,4,2,0.5,2,2,1,6,1,0,4,0,2,1,11.99,6.67,533.03,0.03,21,0.15,29.61,79.95,0,1,2,6,0.33,10,11,6,8,6,0.0,4,False
1775,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
1776,7,7,11,0,2,12,1,0.04,6,1,1,25,1,0,27,0,1,1,63.37,9.56,5794.85,0.2,111,0.1,321.94,606.0,1,3,6,23,0.03,51,60,32,12,38,6.9,27,False
1777,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,1.0,2,3,2,3,1,0.0,0,False
1778,0,3,2,0,0,4,2,0.5,2,2,1,6,1,0,4,0,2,1,10.88,5.6,341.29,0.02,17,0.18,18.96,60.94,0,1,2,6,0.33,8,9,5,7,6,0.0,4,False
1779,1,3,4,0,2,4,2,0.17,2,2,1,8,1,0,12,0,2,1,14.73,8.94,1176.94,0.04,31,0.11,65.39,131.69,0,1,2,8,0.12,13,18,8,11,17,14.29,12,False
1780,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,0.5,2,4,2,4,2,0.0,0,False
1781,0,1,3,0,0,0,1,1.0,0,1,1,4,1,0,0,0,1,1,9.31,2.5,58.16,0.01,9,0.4,3.23,23.26,1,0,0,5,0.5,1,8,1,5,2,0.0,0,False
1782,0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,0,0,8.98,2.5,56.15,0.01,8,0.4,3.12,22.46,1,0,0,2,0.2,2,6,2,5,5,0.0,2,False
1783,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,1.0,2,4,2,4,1,0.0,0,False
1784,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,1.0,2,3,2,3,1,0.0,0,False
1785,9,3,2,0,0,0,2,0.22,0,2,1,6,1,0,9,0,2,1,18.89,5.63,597.79,0.04,26,0.18,33.21,106.27,0,0,0,6,0.1,10,16,8,9,21,0.0,9,False
1786,0,3,2,0,0,4,2,0.25,2,2,1,8,1,0,8,0,2,1,13.83,8.57,1016.03,0.04,29,0.12,56.45,118.54,0,1,2,8,0.2,12,17,7,10,10,0.0,8,False
1787,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,1.0,2,4,2,4,1,0.0,0,False
1788,0,1,3,0,0,0,1,1.0,0,1,1,4,1,0,0,0,1,1,8.3,6.0,298.97,0.02,15,0.17,16.61,49.83,1,0,0,5,0.5,3,12,2,8,2,0.0,0,False
1789,11,1,2,0,19,0,1,0.17,0,1,1,3,1,0,6,0,0,0,34.06,2.0,136.23,0.02,19,0.5,7.57,68.11,1,0,0,4,0.03,8,11,8,4,38,76.0,6,False
1790,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,2,1.0,0,0,0,0,1,0.0,0,False
1791,0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,0.25,1,3,1,3,4,0.0,2,False
1792,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0,0,2,1.0,0,1,0,1,1,0.0,0,False
1793,3,5,0,6,7,8,3,0.23,4,1,0,9,1,0,7,2,0,0,18.89,8.44,1345.03,0.05,39,0.12,74.72,159.41,0,2,4,8,0.12,15,24,8,9,25,65.0,13,False
1794,0,1,3,0,0,0,1,1.0,0,1,1,4,1,0,0,0,1,1,8.3,6.0,298.97,0.02,15,0.17,16.61,49.83,1,0,0,5,0.5,3,12,2,8,2,0.0,0,False
1795,6,15,3,12,1,24,8,0.29,10,4,0,26,4,0,16,1,7,0,19.61,21.53,9092.65,0.14,83,0.05,505.15,422.26,0,7,12,20,0.22,34,49,15,19,37,44.83,28,False
1796,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,0.5,2,3,2,3,2,0.0,0,False
