id,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects
1850,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,1,0.0,0.0,0.0,0.0,5,0.0,0.0,11.61,1.0,0,0,2,1.0,0,5,0,5,1,0.0,0,False
1851,1,1,0,0,4,1,1.0,2,2.0,1,1.0,2,1,0,0,1,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1.0,1,2,3,1.0,2,5,2,5,1,0.0,0,False
1852,13,4,35,9,20,7,0.18,8,2.5,3,0.43,33,4,0,5,0,45.27,24.03,26152.92,0.36,197,0.04,1452.94,1088.14,0.57,6,10,28,0.14,82,115,29,17,51,89.8,40,False
1853,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,1,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,1.0,0,0,3,0.25,2,6,2,6,4,50.0,2,False
1854,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.2,1,3,1,3,5,50.0,2,False
1855,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
1856,5,4,9,1,8,3,0.25,4,2.0,3,1.0,16,1,0,3,1,13.36,17.94,4301.69,0.08,51,0.06,238.98,239.72,0.33,2,4,15,0.2,19,32,9,17,15,76.92,12,False
1857,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,2,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1.0,0,0,3,0.25,3,6,3,6,4,50.0,2,False
1858,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
1859,1,0,5,0,0,1,0.17,0,0.0,1,1.0,1,1,0,1,3,51.81,1.5,116.56,0.03,21,0.67,6.48,77.71,1.0,0,0,2,0.11,10,11,10,3,9,83.33,6,False
1860,3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,13.66,4.2,240.91,0.02,16,0.24,13.38,57.36,0.5,1,2,7,0.29,6,10,5,7,7,80.0,5,False
1861,3,2,2,0,4,2,0.67,2,2.0,2,1.0,6,1,0,1,1,10.38,4.0,166.05,0.01,12,0.25,9.23,41.51,0.5,1,2,6,0.4,3,9,3,8,5,66.67,3,False
1862,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,3,1.0,3,5,3,5,1,0.0,0,False
1863,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,1,2,6.64,6.0,239.18,0.01,12,0.17,13.29,39.86,1.0,0,0,3,0.5,3,9,2,8,2,0.0,1,False
1864,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
1865,5,12,11,4,8,3,0.23,4,2.0,3,1.0,21,1,0,2,0,20.91,14.06,4130.8,0.1,68,0.07,229.49,293.89,0.33,2,4,20,0.16,23,45,9,11,19,88.24,13,False
1866,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,0.33,2,4,2,4,3,50.0,2,False
1867,5,1,7,0,8,3,0.33,4,2.0,2,0.67,10,3,1,2,4,11.78,9.17,990.0,0.04,27,0.11,55.0,108.0,1.0,2,4,9,0.25,11,16,6,10,12,77.78,9,False
1868,3,2,3,0,4,2,0.5,2,2.0,2,1.0,6,1,0,1,0,15.0,2.0,60.0,0.01,10,0.5,3.33,30.0,0.5,1,2,6,0.33,4,6,4,4,6,75.0,4,False
1869,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.25,2,3,2,3,4,50.0,2,False
1870,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1.0,0,0,2,0.33,1,4,1,4,3,50.0,2,False
1871,18,10,40,12,28,10,0.22,14,2.0,9,0.9,42,1,0,6,0,36.22,21.25,16357.82,0.26,141,0.05,908.77,769.78,0.1,7,14,34,0.17,51,90,24,20,60,89.66,46,False
1872,1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,2,6.74,3.75,94.75,0.01,9,0.27,5.26,25.27,1.0,0,0,3,0.2,3,6,2,5,5,66.67,3,False
1873,5,6,11,6,8,3,0.25,4,2.0,3,1.0,18,1,0,1,2,28.19,18.79,9952.06,0.18,105,0.05,552.89,529.66,0.33,2,4,17,0.15,51,54,19,14,20,94.44,12,False
1874,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,3,1.0,3,5,3,5,1,0.0,0,False
1875,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,0.33,2,4,2,4,3,50.0,2,False
1876,1,3,2,4,0,1,0.33,0,0.0,1,1.0,4,1,0,1,3,18.68,3.33,207.57,0.02,18,0.3,11.53,62.27,1.0,0,0,5,0.1,8,10,6,5,10,85.71,3,False
1877,1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,2,5.4,8.0,345.48,0.01,13,0.13,19.19,43.19,1.0,0,0,3,0.2,4,9,2,8,5,66.67,3,False
1878,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,1,2,5.81,8.0,372.06,0.02,14,0.13,20.67,46.51,1.0,0,0,3,0.5,4,10,2,8,2,0.0,1,False
1879,7,4,9,3,12,4,0.36,6,2.0,2,0.5,16,1,0,2,3,33.75,10.33,3604.18,0.12,68,0.1,200.23,348.79,0.25,3,6,14,0.22,31,37,21,14,18,85.71,11,False
1880,3,0,1,0,6,2,1.0,2,3.0,1,0.5,5,1,0,1,0,10.3,4.0,164.84,0.01,13,0.25,9.16,41.21,0.5,2,3,5,0.5,4,9,3,6,4,50.0,2,False
1881,1,2,4,0,0,1,0.2,0,0.0,1,1.0,3,1,0,1,2,15.14,4.5,306.51,0.02,19,0.22,17.03,68.11,1.0,0,0,4,0.14,9,10,6,6,7,80.0,5,False
1882,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
1883,3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,19,0.09,38.95,65.73,0.5,1,2,8,0.4,8,11,3,8,5,66.67,3,False
1884,3,1,3,4,4,2,0.5,2,2.0,2,1.0,5,1,0,1,0,7.4,5.83,251.91,0.01,13,0.17,14.0,43.19,0.5,1,2,5,0.2,5,8,3,7,10,87.5,4,False
1885,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,0.33,2,4,2,4,3,50.0,2,False
1886,1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,2,6.67,4.5,135.0,0.01,10,0.22,7.5,30.0,1.0,0,0,3,0.2,3,7,2,6,5,66.67,3,False
1887,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,3,0.5,2,4,2,4,2,0.0,0,False
1888,3,2,6,0,4,2,0.29,2,2.0,2,1.0,6,1,0,1,1,11.82,7.2,612.79,0.03,23,0.14,34.04,85.11,0.5,1,2,6,0.22,9,14,5,8,9,85.71,7,False
1889,7,4,9,1,12,4,0.33,6,2.0,4,1.0,20,1,0,3,5,18.18,17.0,5255.28,0.1,63,0.06,291.96,309.13,0.25,3,6,18,0.24,26,37,13,17,17,76.92,12,False
1890,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,3,1.0,3,5,3,5,1,0.0,0,False
1891,3,0,1,0,6,2,1.0,2,3.0,1,0.5,5,1,0,1,1,9.08,5.33,258.3,0.02,14,0.19,14.35,48.43,0.5,2,3,5,0.5,4,10,3,8,4,50.0,2,False
1892,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1.0,0,0,3,0.25,2,5,2,5,4,50.0,2,False
1893,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,2,1.0,1,0,1,0,1,0.0,0,False
1894,7,4,8,0,12,4,0.4,6,2.0,4,1.0,18,1,0,2,0,14.11,15.17,3246.47,0.07,48,0.07,180.36,214.05,0.25,3,6,16,0.33,21,27,9,13,12,80.0,10,False
1895,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.25,2,3,2,3,4,50.0,2,False
1896,1,7,13,13,0,1,0.07,0,0.0,1,1.0,8,1,0,1,6,48.09,8.57,3532.96,0.14,84,0.12,196.28,412.18,1.0,0,0,9,0.03,40,44,21,9,34,96.3,14,False
1897,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,2,13.84,3.0,124.54,0.01,12,0.33,6.92,41.51,1.0,0,0,3,0.25,5,7,5,6,4,50.0,2,False
1898,5,4,3,0,8,3,0.75,4,2.0,3,1.0,16,1,0,1,0,13.46,9.33,1172.67,0.04,33,0.11,65.15,125.64,0.33,2,4,15,0.5,14,19,6,8,6,75.0,4,False
1899,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,0.0,0.0,0.0,0.0,5,0.0,0.0,11.61,1.0,0,0,2,0.25,0,5,0,5,4,50.0,2,False
1900,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.25,2,3,2,3,4,50.0,2,False
1901,1,2,1,0,0,1,0.5,0,0.0,1,1.0,3,1,0,1,0,7.24,2.5,45.24,0.01,7,0.4,2.51,18.09,1.0,0,0,4,0.33,1,6,1,5,3,50.0,2,False
1902,7,5,10,1,12,4,0.31,6,2.0,4,1.0,25,1,0,3,1,14.36,24.56,8656.64,0.12,75,0.04,480.92,352.53,0.25,3,6,23,0.25,26,49,9,17,16,78.57,13,False
1903,1,2,1,0,0,1,0.5,0,0.0,1,1.0,3,1,0,1,3,15.95,2.5,99.66,0.01,12,0.4,5.54,39.86,1.0,0,0,4,0.17,5,7,5,5,6,50.0,2,False
1904,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,2,10.44,3.5,127.89,0.01,11,0.29,7.11,36.54,1.0,0,0,2,1.0,3,8,3,7,1,0.0,0,False
1905,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,1.0,0,0,3,1.0,2,1,2,1,1,0.0,0,False
1906,3,0,1,0,4,2,1.0,2,2.0,1,0.5,6,1,0,1,2,5.05,5.0,126.33,0.01,9,0.2,7.02,25.27,0.5,1,2,6,0.5,4,5,2,5,4,50.0,2,False
1907,1,1,2,0,0,1,0.25,0,0.0,1,1.0,2,1,0,2,0,7.2,2.5,45.0,0.01,9,0.4,2.5,18.0,1.0,0,0,3,0.17,5,4,2,2,6,50.0,4,False
1908,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,2,8.98,2.5,56.15,0.01,8,0.4,3.12,22.46,1.0,0,0,2,0.13,2,6,2,5,8,50.0,2,False
1909,1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,1.0,1,2,2,0.2,2,6,2,6,5,50.0,2,False
1910,9,4,16,1,16,5,0.28,8,2.0,4,0.8,29,1,0,2,1,13.97,34.36,16494.55,0.16,96,0.03,916.36,480.0,0.2,4,8,26,0.24,36,60,11,21,21,89.47,18,False
1911,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
1912,1,0,3,0,0,1,0.25,0,0.0,1,1.0,1,1,0,1,2,14.4,3.0,129.56,0.01,13,0.33,7.2,43.19,1.0,0,0,2,0.17,4,9,4,6,6,75.0,4,False
1913,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.25,2,3,2,3,4,50.0,2,False
1914,5,3,6,0,8,3,0.43,4,2.0,3,1.0,15,1,0,1,1,13.75,16.0,3521.25,0.07,48,0.06,195.63,220.08,0.33,2,4,14,0.33,16,32,8,16,9,85.71,7,False
1915,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,2,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1.0,0,0,3,0.2,3,6,3,6,5,50.0,2,False
1916,1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,2,5.4,8.0,345.48,0.01,13,0.13,19.19,43.19,1.0,0,0,3,0.2,4,9,2,8,5,66.67,3,False
1917,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,1,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,1.0,0,0,2,1.0,2,6,2,6,1,0.0,0,False
1918,1,2,1,0,0,1,0.5,0,0.0,1,1.0,3,1,0,1,2,12.18,3.0,109.62,0.01,11,0.33,6.09,36.54,1.0,0,0,4,0.25,4,7,4,6,4,50.0,2,False
1919,7,3,18,40,4,5,0.24,2,2.0,5,1.0,15,1,0,3,0,24.19,12.38,3709.91,0.1,63,0.08,206.11,299.56,0.2,1,2,12,0.08,23,40,13,14,63,95.08,21,False
1920,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,2,1.0,1,0,1,0,1,0.0,0,False
1921,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,2,1.0,0,0,0,0,1,0.0,0,False
1922,5,0,8,2,8,3,0.3,4,2.0,1,0.33,12,1,0,2,3,19.9,8.8,1541.2,0.06,42,0.11,85.62,175.14,0.33,2,4,11,0.18,22,20,10,8,17,83.33,10,False
1923,11,2,21,1,20,6,0.24,10,2.0,3,0.5,27,5,0,4,2,13.94,25.0,8711.43,0.12,76,0.04,483.97,348.46,0.83,5,10,23,0.21,30,46,9,15,29,84.62,25,False
1924,1,1,1,4,4,1,0.5,2,2.0,1,1.0,2,1,0,1,2,11.24,4.0,179.89,0.01,13,0.25,9.99,44.97,1.0,1,2,3,0.13,3,10,3,8,8,83.33,2,False
1925,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
1926,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
1927,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
1928,3,1,0,0,4,2,1.0,2,2.0,1,0.5,7,1,0,0,2,9.87,7.7,585.2,0.03,19,0.13,32.5,76.0,0.5,1,2,7,2.0,7,12,5,11,1,0.0,0,False
1929,1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,2,6.74,3.75,94.75,0.01,9,0.27,5.26,25.27,1.0,0,0,3,0.25,3,6,2,5,4,66.67,3,False
1930,7,4,21,48,4,5,0.21,2,2.0,5,1.0,16,1,0,3,0,26.15,12.5,4086.25,0.11,68,0.08,227.01,326.9,0.2,1,2,13,0.07,25,43,14,14,74,95.83,24,False
1931,1,1,2,0,0,1,0.25,0,0.0,1,1.0,2,1,0,2,0,7.2,2.5,45.0,0.01,9,0.4,2.5,18.0,1.0,0,0,3,0.17,5,4,2,2,6,50.0,4,False
1932,3,0,3,0,4,2,0.5,2,2.0,1,0.5,6,1,0,1,0,13.88,4.8,319.72,0.02,18,0.21,17.76,66.61,0.5,1,2,6,0.33,6,12,5,8,6,75.0,4,False
1933,3,2,2,0,4,2,0.67,2,2.0,2,1.0,6,1,0,1,0,9.49,3.5,116.27,0.01,10,0.29,6.46,33.22,0.5,1,2,6,0.4,3,7,3,7,5,66.67,3,False
1934,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
1935,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,2,1.0,0,0,0,0,1,0.0,0,False
1936,5,2,12,0,8,3,0.19,4,2.0,2,0.67,13,1,0,4,3,17.43,11.45,2287.31,0.07,43,0.09,127.07,199.69,0.33,2,4,12,0.15,18,25,11,14,20,75.0,16,False
1937,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,3,1.0,3,5,3,5,1,0.0,0,False
1938,3,2,7,0,8,2,0.2,4,2.0,2,1.0,7,1,0,3,3,15.05,6.75,685.66,0.03,26,0.15,38.09,101.58,0.5,2,4,7,0.14,9,17,6,9,14,70.0,10,False
1939,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,3,1.0,3,5,3,5,1,0.0,0,False
1940,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,2,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1.0,0,0,3,0.2,3,6,3,6,5,50.0,2,False
1941,1,4,5,8,0,1,0.17,0,0.0,1,1.0,5,1,0,1,0,21.25,8.73,1618.61,0.06,41,0.11,89.92,185.47,1.0,0,0,6,0.06,16,25,11,12,16,92.86,6,False
1942,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
1943,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,2,1.0,0,1,0,1,1,0.0,0,False
1944,1,2,2,2,0,1,0.33,0,0.0,1,1.0,3,1,0,1,1,11.47,5.0,286.8,0.02,16,0.2,15.93,57.36,1.0,0,0,4,0.14,5,11,4,8,7,80.0,3,False
1945,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
1946,7,1,26,36,0,6,0.21,0,0.0,1,0.17,15,1,0,2,2,38.32,15.4,9088.24,0.2,116,0.06,504.9,590.15,0.17,0,0,11,0.09,44,72,20,14,67,96.88,28,False
1947,1,1,0,0,0,1,1.0,0,0.0,1,1.0,3,1,0,0,2,9.51,4.0,152.16,0.01,12,0.25,8.45,38.04,1.0,0,0,4,0.5,4,8,3,6,2,0.0,0,False
1948,7,0,1,0,12,4,2.0,6,2.0,1,0.25,12,1,0,1,3,6.66,10.0,665.68,0.02,21,0.1,36.98,66.57,0.25,3,6,10,1.0,10,11,3,6,4,50.0,2,False
1949,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.33,1,3,1,3,3,50.0,2,False
1950,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
1951,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.25,2,3,2,3,4,50.0,2,False
1952,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,1,2,6.64,6.0,239.18,0.01,12,0.17,13.29,39.86,1.0,0,0,3,0.5,3,9,2,8,2,0.0,1,False
1953,1,0,2,0,0,1,0.33,0,0.0,1,1.0,1,1,0,1,1,9.0,3.0,81.0,0.01,9,0.33,4.5,27.0,1.0,0,0,2,0.2,2,7,2,6,5,66.67,3,False
1954,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,3,0.5,2,4,2,4,2,0.0,0,False
1955,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,0,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,1.0,0,0,3,0.25,2,6,2,6,4,50.0,2,False
1956,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
1957,3,0,1,0,4,2,1.0,2,2.0,1,0.5,6,1,0,1,2,5.05,5.0,126.33,0.01,9,0.2,7.02,25.27,0.5,1,2,6,0.5,4,5,2,5,4,50.0,2,False
1958,3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,19,0.09,38.95,65.73,0.5,1,2,8,0.4,8,11,3,8,5,66.67,3,False
1959,1,2,2,0,0,1,0.33,0,0.0,1,1.0,3,1,0,1,4,17.13,6.0,616.79,0.03,27,0.17,34.27,102.8,1.0,0,0,4,0.17,12,15,7,7,6,66.67,3,False
1960,5,1,14,1,8,3,0.18,4,2.0,2,0.67,11,1,0,3,5,15.13,14.95,3381.36,0.08,50,0.07,187.85,226.18,0.33,2,4,10,0.13,23,27,10,13,23,83.33,17,False
1961,1,0,3,0,0,1,0.25,0,0.0,1,1.0,1,1,0,1,2,14.4,3.0,129.56,0.01,13,0.33,7.2,43.19,1.0,0,0,2,0.17,4,9,4,6,6,75.0,4,False
1962,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
1963,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,1.0,0,0,3,1.0,2,1,2,1,1,0.0,0,False
1964,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,2,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1.0,0,0,3,0.2,3,6,3,6,5,50.0,2,False
1965,3,0,4,0,4,2,0.4,2,2.0,1,0.5,6,1,0,1,2,6.18,5.0,154.4,0.01,11,0.2,8.58,30.88,0.5,1,2,6,0.29,4,7,2,5,7,80.0,5,False
1966,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1.0,0,0,3,1.0,1,4,1,4,1,0.0,0,False
1967,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,2,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1.0,0,0,3,0.25,2,5,2,5,4,50.0,2,False
1968,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.5,1,3,1,3,2,0.0,0,False
1969,1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,2,6.74,3.75,94.75,0.01,9,0.27,5.26,25.27,1.0,0,0,3,0.2,3,6,2,5,5,66.67,3,False
1970,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,3,1.0,3,5,3,5,1,0.0,0,False
1971,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,1,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1.0,0,0,3,0.25,1,4,1,4,4,50.0,2,False
1972,3,1,1,0,4,2,1.0,2,2.0,2,1.0,6,1,0,1,1,11.41,2.5,71.32,0.01,9,0.4,3.96,28.53,0.5,1,2,6,0.5,4,5,4,5,4,50.0,2,False
1973,1,0,3,0,0,1,0.25,0,0.0,1,1.0,1,1,0,1,2,10.34,2.5,64.62,0.01,10,0.4,3.59,25.85,1.0,0,0,2,0.17,5,5,3,3,6,75.0,4,False
1974,1,1,3,0,0,1,0.25,0,0.0,1,1.0,2,1,0,1,12,41.06,3.0,369.57,0.04,29,0.33,20.53,123.19,1.0,0,0,3,0.17,13,16,13,6,6,75.0,4,False
1975,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,1,2,6.64,6.0,239.18,0.01,12,0.17,13.29,39.86,1.0,0,0,3,0.5,3,9,2,8,2,0.0,1,False
1976,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
1977,5,3,9,1,8,3,0.25,4,2.0,3,1.0,15,1,0,3,1,10.22,20.64,4353.75,0.07,46,0.05,241.87,210.91,0.33,2,4,14,0.2,17,29,7,17,15,76.92,12,False
1978,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
1979,1,0,2,0,0,1,0.33,0,0.0,1,1.0,1,1,0,1,2,6.74,3.75,94.75,0.01,9,0.27,5.26,25.27,1.0,0,0,2,0.2,3,6,2,5,5,66.67,3,False
