loc,vg,evg,ivg,n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,lOCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects,id
63.0,11.0,1.0,11.0,174.0,877.72,0.02,42.6,20.6,37391.07,0.29,2077.28,48,9,3,1,18.0,15.0,103.0,71.0,12.0,False,9544
14.0,3.0,1.0,3.0,23.0,89.86,0.23,4.38,20.54,393.13,0.03,21.84,10,0,2,0,7.0,8.0,13.0,10.0,5.0,False,9545
16.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,False,9546
16.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,False,9547
19.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,False,9548
46.0,10.0,6.0,3.0,115.0,569.73,0.02,47.25,12.06,26919.86,0.19,1495.55,30,7,7,0,21.0,10.0,70.0,45.0,19.0,False,9549
6.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,3,0,1,0,4.0,4.0,5.0,4.0,1.0,False,9550
7.0,1.0,1.0,1.0,16.0,59.21,0.24,4.08,14.5,241.76,0.02,13.43,4,0,1,0,7.0,6.0,9.0,7.0,1.0,False,9551
18.0,5.0,1.0,2.0,55.0,233.64,0.06,15.81,14.78,3694.37,0.08,205.24,12,0,3,0,11.0,8.0,32.0,23.0,9.0,False,9552
27.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,False,9553
4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,False,9554
70.0,11.0,1.0,7.0,274.0,1662.11,0.04,22.22,74.79,36939.51,0.55,2052.19,63,1,6,0,18.0,49.0,153.0,121.0,21.0,False,9555
36.0,5.0,1.0,5.0,150.0,736.03,0.04,26.0,28.31,19136.87,0.25,1063.16,28,0,6,0,13.0,17.0,82.0,68.0,9.0,False,9556
11.0,2.0,1.0,2.0,29.0,110.41,0.11,9.0,12.27,993.72,0.04,55.21,9,0,0,0,9.0,5.0,19.0,10.0,3.0,False,9557
11.0,2.0,1.0,2.0,25.0,92.51,0.1,10.0,9.25,925.11,0.03,51.39,9,0,0,0,10.0,3.0,19.0,6.0,3.0,False,9558
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3.0,2.0,3.0,2.0,1.0,False,9559
21.0,3.0,3.0,3.0,42.0,184.48,0.12,8.64,21.36,1593.21,0.06,88.51,17,0,2,0,10.0,11.0,23.0,19.0,5.0,False,9560
4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,False,9561
36.0,3.0,1.0,3.0,82.0,375.97,0.09,11.4,32.98,4286.02,0.13,238.11,19,9,5,1,9.0,15.0,44.0,38.0,5.0,False,9562
42.0,6.0,1.0,1.0,158.0,797.01,0.03,36.66,21.74,29215.55,0.27,1623.09,27,5,5,0,17.0,16.0,89.0,69.0,11.0,False,9563
55.0,10.0,1.0,10.0,157.0,777.81,0.03,38.86,20.02,30223.43,0.26,1679.08,42,9,1,1,17.0,14.0,93.0,64.0,11.0,False,9564
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3.0,2.0,3.0,2.0,1.0,False,9565
12.0,2.0,1.0,2.0,15.0,49.83,0.4,2.5,19.93,124.57,0.02,6.92,10,0,0,0,5.0,5.0,10.0,5.0,3.0,False,9566
12.0,2.0,1.0,2.0,15.0,49.83,0.4,2.5,19.93,124.57,0.02,6.92,10,0,0,0,5.0,5.0,10.0,5.0,3.0,False,9567
12.0,2.0,1.0,2.0,16.0,53.15,0.33,3.0,17.72,159.45,0.02,8.86,10,0,0,0,5.0,5.0,10.0,6.0,3.0,False,9568
4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,0,0,4.0,3.0,4.0,3.0,1.0,False,9569
63.0,6.0,1.0,6.0,194.0,1121.58,0.05,20.85,53.8,23381.91,0.37,1298.99,51,2,7,1,19.0,36.0,115.0,79.0,11.0,False,9570
6.0,1.0,1.0,1.0,8.0,22.46,0.5,2.0,11.23,44.92,0.01,2.5,3,0,1,0,4.0,3.0,5.0,3.0,1.0,False,9571
48.0,6.0,1.0,6.0,100.0,495.42,0.05,20.16,24.58,9985.8,0.17,554.77,34,9,3,0,15.0,16.0,57.0,43.0,11.0,False,9572
11.0,1.0,1.0,1.0,49.0,215.22,0.35,2.82,76.23,607.69,0.07,33.76,9,0,0,0,4.0,17.0,25.0,24.0,1.0,False,9573
15.0,2.0,1.0,2.0,79.0,375.64,0.08,12.8,29.35,4808.14,0.13,267.12,11,0,2,0,12.0,15.0,47.0,32.0,3.0,False,9574
29.0,6.0,4.0,5.0,87.0,438.86,0.07,13.75,31.92,6034.36,0.15,335.24,23,0,4,0,15.0,18.0,54.0,33.0,11.0,False,9575
80.0,13.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,25.0,False,9576
22.0,4.0,1.0,2.0,39.0,171.3,0.12,8.18,20.94,1401.55,0.06,77.86,16,0,4,0,10.0,11.0,21.0,18.0,7.0,False,9577
16.0,2.0,1.0,2.0,54.0,225.18,0.08,13.12,17.16,2955.43,0.08,164.19,14,0,0,0,10.0,8.0,33.0,21.0,3.0,False,9578
10.0,5.0,5.0,5.0,51.0,233.83,0.07,14.77,15.83,3454.35,0.08,191.91,7,0,1,0,13.0,11.0,26.0,25.0,9.0,False,9579
22.0,3.0,1.0,3.0,87.0,413.68,0.07,13.6,30.42,5625.98,0.14,312.55,12,5,1,1,12.0,15.0,53.0,34.0,5.0,False,9580
5.0,1.0,1.0,1.0,17.0,62.91,0.4,2.5,25.16,157.27,0.02,8.74,3,0,0,0,5.0,8.0,9.0,8.0,1.0,False,9581
17.0,2.0,1.0,2.0,43.0,188.87,0.09,11.38,16.6,2148.39,0.06,119.36,9,0,2,0,13.0,8.0,29.0,14.0,3.0,False,9582
17.0,2.0,1.0,2.0,43.0,188.87,0.09,11.38,16.6,2148.39,0.06,119.36,9,0,2,0,13.0,8.0,29.0,14.0,3.0,False,9583
17.0,2.0,1.0,2.0,43.0,188.87,0.09,11.38,16.6,2148.39,0.06,119.36,9,0,2,0,13.0,8.0,29.0,14.0,3.0,False,9584
40.0,9.0,5.0,8.0,155.0,841.07,0.03,30.55,27.54,25690.9,0.28,1427.27,31,0,7,0,21.0,22.0,91.0,64.0,17.0,False,9585
10.0,1.0,1.0,1.0,26.0,98.99,0.17,6.0,16.5,593.95,0.03,33.0,4,0,2,1,8.0,6.0,17.0,9.0,1.0,False,9586
32.0,6.0,4.0,5.0,99.0,503.66,0.07,15.0,33.58,7554.88,0.17,419.72,25,0,5,0,15.0,19.0,61.0,38.0,11.0,False,9587
99.0,13.0,4.0,12.0,336.0,2073.09,0.03,29.62,70.0,61395.5,0.69,3410.86,76,4,17,0,20.0,52.0,182.0,154.0,25.0,False,9588
27.0,6.0,4.0,5.0,76.0,380.0,0.08,12.35,30.76,4694.12,0.13,260.77,21,0,4,0,15.0,17.0,48.0,28.0,11.0,False,9589
31.0,6.0,4.0,5.0,100.0,508.75,0.07,15.0,33.92,7631.19,0.17,423.96,25,0,4,0,15.0,19.0,62.0,38.0,11.0,False,9590
23.0,5.0,4.0,4.0,60.0,285.29,0.11,9.2,31.01,2624.7,0.1,145.82,18,0,3,0,12.0,15.0,37.0,23.0,9.0,False,9591
24.0,5.0,4.0,4.0,72.0,356.7,0.08,12.66,28.18,4514.51,0.12,250.81,18,0,4,0,15.0,16.0,45.0,27.0,9.0,False,9592
39.0,10.0,10.0,9.0,184.0,1022.04,0.04,22.73,44.96,23233.26,0.34,1290.74,35,0,2,0,19.0,28.0,117.0,67.0,19.0,False,9593
27.0,5.0,1.0,3.0,66.0,326.98,0.08,13.33,24.52,4359.69,0.11,242.21,23,0,2,0,16.0,15.0,41.0,25.0,8.0,False,9594
27.0,2.0,1.0,1.0,77.0,385.0,0.08,12.06,31.94,4641.39,0.13,257.85,11,3,4,7,14.0,18.0,46.0,31.0,3.0,False,9595
17.0,4.0,4.0,1.0,28.0,106.61,0.1,9.9,10.77,1055.4,0.04,58.63,12,0,1,0,9.0,5.0,17.0,11.0,7.0,False,9596
26.0,7.0,6.0,7.0,94.0,456.65,0.06,16.8,27.18,7671.72,0.15,426.21,24,0,0,0,14.0,15.0,58.0,36.0,13.0,False,9597
13.0,2.0,1.0,1.0,20.0,71.7,0.25,4.0,17.92,286.8,0.02,15.93,10,0,1,0,6.0,6.0,12.0,8.0,3.0,False,9598
17.0,2.0,1.0,2.0,41.0,182.84,0.17,5.88,31.07,1075.92,0.06,59.77,13,0,1,0,9.0,13.0,24.0,17.0,3.0,False,9599
11.0,2.0,1.0,2.0,21.0,79.95,0.17,6.0,13.33,479.73,0.03,26.65,7,0,2,0,8.0,6.0,12.0,9.0,3.0,False,9600
11.0,2.0,1.0,2.0,21.0,79.95,0.17,6.0,13.33,479.73,0.03,26.65,7,0,2,0,8.0,6.0,12.0,9.0,3.0,False,9601
68.0,8.0,1.0,3.0,77.0,388.42,0.08,12.24,31.75,4752.41,0.13,264.02,32,26,8,0,16.0,17.0,51.0,26.0,10.0,False,9602
4.0,1.0,1.0,1.0,9.0,27.0,0.4,2.5,10.8,67.5,0.01,3.75,2,0,0,0,5.0,3.0,6.0,3.0,1.0,False,9603
4.0,1.0,1.0,1.0,6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2,0,0,0,4.0,2.0,4.0,2.0,1.0,False,9604
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1.0,False,9605
18.0,1.0,1.0,1.0,33.0,125.64,0.13,8.0,15.71,1005.14,0.04,55.84,8,0,4,0,8.0,6.0,21.0,12.0,1.0,False,9606
16.0,3.0,1.0,1.0,23.0,87.57,0.21,4.67,18.76,408.66,0.03,22.7,12,0,2,0,8.0,6.0,16.0,7.0,4.0,False,9607
13.0,2.0,1.0,1.0,27.0,96.79,0.17,6.0,16.12,580.76,0.03,32.25,11,0,0,0,6.0,6.0,15.0,12.0,3.0,False,9608
6.0,1.0,1.0,1.0,8.0,22.46,0.5,2.0,11.23,44.92,0.01,2.5,3,0,1,0,4.0,3.0,5.0,3.0,1.0,False,9609
4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,0,0,4.0,3.0,4.0,3.0,1.0,False,9610
195.0,11.0,1.0,9.0,764.0,4436.82,0.02,45.59,97.32,202269.66,1.48,11237.2,152,3,36,2,11.0,45.0,391.0,373.0,21.0,False,9611
153.0,28.0,7.0,16.0,411.0,2598.31,0.02,42.37,61.32,110091.46,0.87,6116.19,119,11,17,4,26.0,54.0,235.0,176.0,55.0,False,9612
112.0,8.0,1.0,7.0,602.0,3726.27,0.02,51.02,73.04,190109.0,1.24,10561.61,80,5,25,0,19.0,54.0,312.0,290.0,15.0,False,9613
29.0,5.0,1.0,4.0,70.0,312.16,0.06,15.6,20.01,4869.7,0.1,270.54,19,4,4,0,12.0,10.0,44.0,26.0,9.0,False,9614
5.0,1.0,1.0,1.0,10.0,31.7,0.33,3.0,10.57,95.1,0.01,5.28,3,0,0,0,6.0,3.0,7.0,3.0,1.0,False,9615
21.0,3.0,1.0,3.0,107.0,514.39,0.06,17.5,29.39,9001.77,0.17,500.1,15,2,0,2,14.0,14.0,72.0,35.0,5.0,False,9616
11.0,2.0,1.0,1.0,24.0,88.81,0.14,7.2,12.33,639.44,0.03,35.52,9,0,0,0,8.0,5.0,15.0,9.0,3.0,False,9617
6.0,1.0,1.0,1.0,23.0,87.57,0.11,8.75,10.01,766.23,0.03,42.57,4,0,0,0,10.0,4.0,16.0,7.0,1.0,False,9618
5.0,1.0,1.0,1.0,13.0,43.19,0.5,2.0,21.59,86.37,0.01,4.8,3,0,0,0,4.0,6.0,7.0,6.0,1.0,False,9619
12.0,2.0,1.0,2.0,24.0,98.1,0.23,4.44,22.07,436.0,0.03,24.22,10,0,0,0,8.0,9.0,14.0,10.0,3.0,False,9620
172.0,20.0,1.0,18.0,735.0,3937.8,0.01,141.2,27.89,556035.36,1.31,30890.85,139,8,22,0,21.0,23.0,428.0,331.0,39.0,False,9621
8.0,2.0,1.0,2.0,11.0,34.87,0.4,2.5,13.95,87.17,0.01,4.84,6,0,0,0,5.0,4.0,7.0,4.0,3.0,False,9622
34.0,7.0,1.0,3.0,117.0,579.64,0.04,22.5,25.76,13041.92,0.19,724.55,27,0,5,0,15.0,16.0,69.0,48.0,13.0,False,9623
5.0,1.0,1.0,1.0,8.0,24.0,0.4,2.5,9.6,60.0,0.01,3.33,2,0,0,0,5.0,3.0,5.0,3.0,1.0,False,9624
30.0,4.0,1.0,3.0,83.0,380.55,0.06,16.07,23.67,6118.1,0.13,339.89,25,0,3,0,11.0,13.0,45.0,38.0,7.0,False,9625
22.0,4.0,1.0,1.0,51.0,212.67,0.09,11.5,18.49,2445.66,0.07,135.87,19,0,1,0,9.0,9.0,28.0,23.0,7.0,False,9626
8.0,2.0,1.0,2.0,19.0,68.11,0.29,3.5,19.46,238.4,0.02,13.24,6,0,0,0,6.0,6.0,12.0,7.0,3.0,False,9627
57.0,12.0,7.0,6.0,163.0,933.65,0.06,17.94,52.03,16753.84,0.31,930.77,40,15,2,0,17.0,36.0,87.0,76.0,23.0,False,9628
9.0,2.0,1.0,2.0,19.0,70.31,0.24,4.08,17.22,287.09,0.02,15.95,7,0,0,0,7.0,6.0,12.0,7.0,3.0,False,9629
22.0,3.0,1.0,1.0,83.0,352.58,0.05,21.31,16.54,7514.32,0.12,417.46,16,3,1,0,11.0,8.0,52.0,31.0,5.0,False,9630
40.0,6.0,1.0,2.0,211.0,1115.22,0.04,24.34,45.82,27145.47,0.37,1508.08,33,5,0,0,17.0,22.0,148.0,63.0,7.0,False,9631
11.0,1.0,1.0,1.0,38.0,155.32,0.13,7.88,19.72,1223.17,0.05,67.95,6,1,2,0,9.0,8.0,24.0,14.0,1.0,False,9632
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3.0,2.0,3.0,2.0,1.0,False,9633
5.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,1,0,3.0,2.0,3.0,2.0,1.0,False,9634
5.0,1.0,1.0,1.0,9.0,25.27,0.67,1.5,16.84,37.9,0.01,2.11,3,0,0,0,3.0,4.0,5.0,4.0,1.0,False,9635
5.0,1.0,1.0,1.0,6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2,0,1,0,4.0,2.0,4.0,2.0,1.0,False,9636
49.0,3.0,1.0,1.0,131.0,701.84,0.06,17.88,39.24,12552.13,0.23,697.34,29,6,11,1,15.0,26.0,69.0,62.0,5.0,False,9637
54.0,7.0,4.0,5.0,137.0,738.75,0.04,24.37,30.31,18002.96,0.25,1000.16,44,1,4,3,19.0,23.0,78.0,59.0,13.0,False,9638
16.0,2.0,1.0,1.0,45.0,187.65,0.06,17.5,10.72,3283.82,0.06,182.43,12,0,2,0,14.0,4.0,35.0,10.0,3.0,False,9639
15.0,3.0,1.0,3.0,42.0,184.48,0.12,8.18,22.55,1509.36,0.06,83.85,11,0,2,0,10.0,11.0,24.0,18.0,5.0,False,9640
18.0,4.0,1.0,1.0,28.0,106.61,0.22,4.5,23.69,479.73,0.04,26.65,13,3,0,0,6.0,8.0,16.0,12.0,7.0,False,9641
23.0,5.0,1.0,1.0,37.0,144.55,0.25,4.0,36.14,578.22,0.05,32.11,17,4,0,0,5.0,10.0,21.0,16.0,9.0,False,9642
7.0,4.0,1.0,2.0,23.0,92.0,0.16,6.43,14.31,591.43,0.03,32.86,5,0,0,0,9.0,7.0,13.0,10.0,7.0,False,9643
6.0,1.0,1.0,1.0,8.0,22.46,0.5,2.0,11.23,44.92,0.01,2.5,3,0,1,0,4.0,3.0,5.0,3.0,1.0,False,9644
54.0,6.0,1.0,4.0,126.0,675.05,0.04,28.1,24.03,18965.73,0.23,1053.65,38,5,9,0,20.0,21.0,67.0,59.0,10.0,False,9645
41.0,7.0,1.0,7.0,123.0,640.76,0.04,27.06,23.68,17338.29,0.21,963.24,36,0,3,0,20.0,17.0,77.0,46.0,12.0,False,9646
26.0,4.0,1.0,4.0,74.0,366.61,0.08,13.33,27.5,4888.14,0.12,271.56,20,0,4,0,16.0,15.0,49.0,25.0,6.0,False,9647
41.0,7.0,1.0,7.0,123.0,640.76,0.04,27.06,23.68,17338.29,0.21,963.24,36,0,3,0,20.0,17.0,77.0,46.0,12.0,False,9648
15.0,1.0,1.0,1.0,55.0,245.27,0.22,4.5,54.5,1103.71,0.08,61.32,10,0,3,0,6.0,16.0,31.0,24.0,1.0,False,9649
5.0,1.0,1.0,1.0,13.0,41.21,0.2,5.0,8.24,206.05,0.01,11.45,3,0,0,0,6.0,3.0,8.0,5.0,1.0,False,9650
5.0,1.0,1.0,1.0,13.0,41.21,0.2,5.0,8.24,206.05,0.01,11.45,3,0,0,0,6.0,3.0,8.0,5.0,1.0,False,9651
44.0,7.0,1.0,7.0,130.0,677.23,0.03,28.82,23.5,19520.13,0.23,1084.45,38,0,4,0,20.0,17.0,81.0,49.0,12.0,False,9652
5.0,1.0,1.0,1.0,13.0,41.21,0.2,5.0,8.24,206.05,0.01,11.45,3,0,0,0,6.0,3.0,8.0,5.0,1.0,False,9653
5.0,1.0,1.0,1.0,13.0,41.21,0.2,5.0,8.24,206.05,0.01,11.45,3,0,0,0,6.0,3.0,8.0,5.0,1.0,False,9654
53.0,8.0,1.0,8.0,172.0,902.64,0.03,36.11,25.0,32595.46,0.3,1810.86,46,0,5,0,20.0,18.0,107.0,65.0,14.0,False,9655
4.0,1.0,1.0,1.0,9.0,27.0,0.4,2.5,10.8,67.5,0.01,3.75,2,0,0,0,5.0,3.0,6.0,3.0,1.0,False,9656
32.0,4.0,1.0,1.0,75.0,334.46,0.04,25.38,13.18,8486.86,0.11,471.49,23,5,2,0,14.0,8.0,46.0,29.0,7.0,False,9657
15.0,4.0,1.0,3.0,37.0,148.0,0.16,6.22,23.79,920.89,0.05,51.16,11,1,1,0,7.0,9.0,21.0,16.0,7.0,False,9658
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3.0,2.0,3.0,2.0,1.0,False,9659
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3.0,2.0,3.0,2.0,1.0,False,9660
4.0,1.0,1.0,1.0,9.0,27.0,0.4,2.5,10.8,67.5,0.01,3.75,2,0,0,0,5.0,3.0,6.0,3.0,1.0,False,9661
16.0,4.0,1.0,1.0,37.0,136.92,0.1,9.6,14.26,1314.4,0.05,73.02,13,0,1,0,8.0,5.0,25.0,12.0,7.0,False,9662
70.0,5.0,1.0,2.0,166.0,883.44,0.04,27.67,31.93,24441.84,0.29,1357.88,42,15,11,0,16.0,24.0,83.0,83.0,9.0,False,9663
46.0,3.0,1.0,3.0,136.0,708.49,0.07,14.64,48.39,10372.23,0.24,576.24,37,0,7,0,12.0,25.0,75.0,61.0,5.0,False,9664
34.0,7.0,5.0,4.0,119.0,641.69,0.06,17.68,36.29,11345.0,0.21,630.28,26,1,5,0,17.0,25.0,67.0,52.0,13.0,False,9665
9.0,1.0,1.0,1.0,19.0,63.12,0.25,4.0,15.78,252.47,0.02,14.03,6,0,1,0,5.0,5.0,11.0,8.0,1.0,False,9666
5.0,1.0,1.0,1.0,8.0,22.46,0.5,2.0,11.23,44.92,0.01,2.5,2,0,1,0,4.0,3.0,5.0,3.0,1.0,False,9667
5.0,1.0,1.0,1.0,10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,3,0,0,0,5.0,4.0,6.0,4.0,1.0,False,9668
4.0,1.0,1.0,1.0,9.0,27.0,0.4,2.5,10.8,67.5,0.01,3.75,2,0,0,0,5.0,3.0,6.0,3.0,1.0,False,9669
10.0,3.0,3.0,1.0,27.0,114.69,0.11,8.94,12.83,1025.07,0.04,56.95,6,0,2,0,11.0,8.0,14.0,13.0,5.0,False,9670
4.0,1.0,1.0,1.0,13.0,43.19,0.5,2.0,21.59,86.37,0.01,4.8,2,0,0,0,4.0,6.0,7.0,6.0,1.0,False,9671
4.0,1.0,1.0,1.0,9.0,27.0,0.4,2.5,10.8,67.5,0.01,3.75,2,0,0,0,5.0,3.0,6.0,3.0,1.0,False,9672
20.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,False,9673
20.0,3.0,3.0,2.0,38.0,174.23,0.1,10.05,17.34,1750.21,0.06,97.23,16,2,2,0,13.0,11.0,21.0,17.0,5.0,False,9674
19.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,False,9675
22.0,4.0,1.0,2.0,48.0,230.75,0.07,14.67,15.73,3384.38,0.08,188.02,19,0,3,0,16.0,12.0,26.0,22.0,7.0,False,9676
40.0,3.0,1.0,1.0,180.0,874.44,0.04,27.18,32.18,23764.1,0.29,1320.23,24,4,7,0,12.0,17.0,103.0,77.0,5.0,False,9677
4.0,1.0,1.0,1.0,9.0,27.0,0.4,2.5,10.8,67.5,0.01,3.75,2,0,0,0,5.0,3.0,6.0,3.0,1.0,False,9678
4.0,1.0,1.0,1.0,9.0,27.0,0.4,2.5,10.8,67.5,0.01,3.75,2,0,0,0,5.0,3.0,6.0,3.0,1.0,False,9679
11.0,2.0,1.0,2.0,20.0,74.01,0.21,4.67,15.86,345.37,0.02,19.19,7,0,2,0,7.0,6.0,12.0,8.0,3.0,False,9680
10.0,1.0,1.0,1.0,19.0,63.12,0.25,4.0,15.78,252.47,0.02,14.03,7,0,1,0,5.0,5.0,11.0,8.0,1.0,False,9681
4.0,1.0,1.0,1.0,9.0,27.0,0.4,2.5,10.8,67.5,0.01,3.75,2,0,0,0,5.0,3.0,6.0,3.0,1.0,False,9682
23.0,4.0,1.0,4.0,43.0,204.46,0.13,7.89,25.9,1613.77,0.07,89.65,18,1,2,0,13.0,14.0,26.0,17.0,7.0,False,9683
41.0,3.0,1.0,1.0,180.0,865.32,0.03,28.88,29.97,24986.23,0.29,1388.12,24,4,8,0,12.0,16.0,103.0,77.0,5.0,False,9684
26.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,False,9685
86.0,7.0,1.0,4.0,256.0,1444.83,0.06,17.35,83.29,25062.19,0.48,1392.34,77,0,7,0,11.0,39.0,133.0,123.0,13.0,False,9686
19.0,3.0,3.0,3.0,67.0,322.09,0.13,7.58,42.5,2441.12,0.11,135.62,15,0,2,0,9.0,19.0,35.0,32.0,5.0,False,9687
82.0,19.0,17.0,10.0,316.0,1835.12,0.03,29.37,62.49,53894.7,0.61,2994.15,54,2,9,3,18.0,38.0,192.0,124.0,37.0,False,9688
67.0,18.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,35.0,False,9689
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3.0,2.0,3.0,2.0,1.0,False,9690
5.0,1.0,1.0,1.0,9.0,25.27,0.67,1.5,16.84,37.9,0.01,2.11,3,0,0,0,3.0,4.0,5.0,4.0,1.0,False,9691
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3.0,2.0,3.0,2.0,1.0,False,9692
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3.0,2.0,3.0,2.0,1.0,False,9693
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3.0,2.0,3.0,2.0,1.0,False,9694
4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,False,9695
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3.0,2.0,3.0,2.0,1.0,False,9696
5.0,1.0,1.0,1.0,9.0,25.27,0.67,1.5,16.84,37.9,0.01,2.11,3,0,0,0,3.0,4.0,5.0,4.0,1.0,False,9697
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3.0,2.0,3.0,2.0,1.0,False,9698
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3.0,2.0,3.0,2.0,1.0,False,9699
4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,False,9700
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3.0,2.0,3.0,2.0,1.0,False,9701
4.0,1.0,1.0,1.0,6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2,0,0,0,4.0,2.0,4.0,2.0,1.0,False,9702
31.0,3.0,3.0,2.0,144.0,776.49,0.04,22.88,33.95,17762.29,0.26,986.79,26,0,3,0,18.0,24.0,83.0,61.0,5.0,False,9703
14.0,2.0,1.0,1.0,31.0,126.71,0.17,5.78,21.93,732.11,0.04,40.67,7,1,4,0,8.0,9.0,18.0,13.0,3.0,False,9704
21.0,4.0,4.0,1.0,57.0,274.02,0.05,18.55,14.78,5081.81,0.09,282.32,13,1,5,0,17.0,11.0,33.0,24.0,7.0,False,9705
33.0,2.0,1.0,2.0,75.0,368.02,0.14,7.29,50.51,2681.27,0.12,148.96,18,4,9,0,9.0,21.0,41.0,34.0,3.0,False,9706
24.0,4.0,1.0,1.0,52.0,247.25,0.05,21.0,11.77,5192.34,0.08,288.46,14,6,2,0,18.0,9.0,31.0,21.0,7.0,False,9707
10.0,1.0,1.0,1.0,35.0,136.74,0.15,6.86,19.94,937.65,0.05,52.09,5,0,2,1,8.0,7.0,23.0,12.0,1.0,False,9708
21.0,4.0,1.0,4.0,55.0,258.51,0.12,8.07,32.04,2085.42,0.09,115.86,18,0,1,0,11.0,15.0,33.0,22.0,5.0,False,9709
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3.0,2.0,3.0,2.0,1.0,False,9710
23.0,4.0,1.0,4.0,63.0,272.28,0.09,11.5,23.68,3131.24,0.09,173.96,16,3,1,1,10.0,10.0,40.0,23.0,5.0,False,9711
52.0,4.0,3.0,3.0,166.0,946.27,0.04,23.71,39.91,22435.83,0.32,1246.43,35,2,9,0,21.0,32.0,97.0,70.0,7.0,False,9712
39.0,8.0,1.0,4.0,107.0,587.63,0.08,12.69,46.31,7456.8,0.2,414.27,32,2,3,0,16.0,29.0,61.0,46.0,14.0,False,9713
