LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects,id
14,11,1,4,16,20,6,0.15,10,2.0,3,0.5,28,1,0.0,37,0,17.57,64.29,72605.36,0.38,222,0.02,4033.63,1129.42,0.17,5,10,24,0.08,90,132,14,20,73,35.09,41,False,2588
14,5,1,2,2,8,3,0.02,4,2.0,2,0.67,11,1,0.0,196,0,201.95,50.69,518878.57,3.41,1472,0.02,28826.59,10236.58,0.33,2,4,10,0.01,597,875,106,18,216,2.0,198,True,2589
1,7,2,0,3,10,4,0.36,4,2.0,3,0.75,11,4,1.0,11,5,22.04,14.5,4634.63,0.11,68,0.07,257.48,319.63,1.0,3,5,9,0.21,29,39,13,13,19,21.43,11,False,2590
0,1,1,0,0,0,1,0.17,0,0.0,1,1.0,2,1,0.0,6,1,15.86,3.5,194.27,0.02,15,0.29,10.79,55.51,1.0,0,0,3,0.13,6,9,6,7,8,0.0,6,False,2591
1,1,0,0,0,0,1,0.13,0,0.0,1,1.0,1,1,0.0,8,2,12.08,11.0,1461.18,0.04,34,0.09,81.18,132.83,1.0,0,0,2,0.09,11,23,5,10,11,0.0,8,False,2592
6,3,0,0,28,0,2,0.18,0,0.0,1,0.5,5,1,0.0,11,1,18.78,13.33,3338.16,0.08,57,0.08,185.45,250.36,0.5,0,0,5,0.04,20,37,9,12,47,71.79,11,False,2593
13,5,5,1,6,8,3,0.19,4,2.0,2,0.67,14,1,0.0,15,0,32.92,10.73,3787.08,0.12,70,0.09,210.39,353.11,0.33,2,4,13,0.08,33,37,20,13,37,31.82,16,False,2594
1,1,0,6,1,0,1,0.13,0,0.0,1,1.0,1,1,0.0,2,0,25.9,5.14,685.11,0.04,36,0.19,38.06,133.22,1.0,0,0,2,0.08,12,24,7,6,12,77.78,8,False,2595
2,1,2,3,0,0,1,0.2,0,0.0,1,1.0,3,1,0.0,2,1,13.96,6.0,502.57,0.03,22,0.17,27.92,83.76,1.0,0,0,4,0.11,9,13,6,8,9,60.0,5,False,2596
0,5,3,1,0,6,3,0.14,2,3.0,2,0.67,10,3,1.0,21,2,22.1,30.64,20753.19,0.23,131,0.03,1152.95,677.26,1.0,2,3,9,0.12,39,92,14,22,25,4.55,22,False,2597
1,3,1,0,0,4,2,0.29,2,2.0,2,1.0,5,1,0.0,7,1,20.79,7.5,1169.17,0.05,34,0.13,64.95,155.89,0.5,1,2,5,0.2,15,19,12,12,10,0.0,7,False,2598
12,5,1,2,7,6,3,0.3,2,3.0,2,0.67,8,3,1.0,8,1,16.55,10.11,1692.31,0.06,37,0.1,94.02,167.37,1.0,2,3,7,0.1,13,24,9,14,30,52.94,10,False,2599
1,1,2,0,0,0,1,0.5,0,0.0,1,1.0,3,1,0.0,2,0,17.43,2.0,69.74,0.01,11,0.5,3.87,34.87,1.0,0,0,4,0.2,5,6,5,4,5,0.0,2,False,2600
1,1,0,0,0,0,1,0.5,0,0.0,1,1.0,1,1,0.0,2,0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,1.0,0,0,2,0.2,0,3,0,3,5,0.0,2,False,2601
9,7,3,1,5,12,4,0.15,6,2.0,4,1.0,16,1,0.0,26,0,23.42,21.94,11272.23,0.17,101,0.05,626.23,513.83,0.25,3,6,14,0.09,39,62,16,18,43,18.75,27,False,2602
0,3,0,0,0,0,2,1.0,0,0.0,1,0.5,5,1,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0,0,5,0.22,0,0,0,0,9,0.0,0,False,2603
0,1,0,0,0,0,1,0.5,0,0.0,1,1.0,1,1,0.0,2,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,0.0,2,False,2604
1,5,1,0,0,0,3,0.2,0,0.0,1,0.33,9,3,1.0,15,1,28.29,26.03,19171.54,0.25,146,0.04,1065.09,736.48,1.0,0,0,8,0.18,49,97,16,17,17,0.0,15,False,2605
4,7,2,0,1,0,4,0.4,0,0.0,2,0.5,13,3,0.0,10,0,20.28,16.29,5381.83,0.11,68,0.06,298.99,330.34,0.75,0,0,11,0.21,23,45,12,17,19,9.09,10,False,2606
10,3,0,1,0,4,2,0.22,2,2.0,1,0.5,6,1,0.0,8,1,12.69,7.58,729.6,0.03,26,0.13,40.53,96.21,0.5,1,2,6,0.1,13,13,6,7,21,11.11,9,False,2607
6,5,1,1,1,6,3,0.17,2,3.0,1,0.33,9,3,1.0,17,1,20.8,13.72,3916.37,0.1,64,0.07,217.58,285.4,1.0,2,3,8,0.11,19,45,9,13,27,10.53,18,False,2608
0,5,1,0,0,0,3,1.0,0,0.0,1,0.33,10,1,0.0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.33,0,0,9,0.3,0,0,0,0,10,0.0,0,False,2609
10,11,2,3,5,20,6,0.21,10,2.0,5,0.83,23,1,0.0,25,1,25.22,24.0,14527.86,0.2,120,0.04,807.1,605.33,0.17,5,10,19,0.13,40,80,15,18,45,24.24,28,False,2610
4,1,1,1,1,0,1,0.11,0,0.0,1,1.0,2,1,0.0,8,0,16.8,6.67,746.67,0.04,28,0.15,41.48,112.0,1.0,0,0,3,0.06,8,20,6,10,16,20.0,9,False,2611
5,7,1,21,1,12,4,0.1,6,2.0,1,0.25,15,1,0.0,20,1,42.54,15.53,10260.06,0.22,136,0.06,570.0,660.69,0.25,3,6,13,0.08,44,92,17,12,49,52.38,41,True,2612
4,25,7,1,0,0,13,0.45,0,0.0,12,0.92,61,1,0.0,28,0,42.71,21.6,19924.88,0.31,194,0.05,1106.94,922.45,0.08,0,0,50,0.33,54,140,15,12,39,3.45,29,False,2613
24,15,4,7,14,26,8,0.13,12,2.0,7,0.88,37,4,0.0,53,0,32.84,38.14,47779.28,0.42,237,0.03,2654.4,1252.64,0.5,7,13,31,0.08,89,148,21,18,100,28.38,60,False,2614
6,21,0,0,9,38,11,0.42,18,2.0,1,0.09,40,4,0.0,26,4,27.51,19.44,10402.78,0.18,107,0.05,577.93,535.0,0.36,10,19,31,0.24,50,57,18,14,46,25.71,26,False,2615
4,24,3,10,1,0,16,0.22,0,0.0,5,0.31,49,1,0.0,63,1,39.65,70.65,197911.74,0.93,454,0.01,10995.1,2801.15,0.06,0,0,35,0.2,167,287,39,33,80,14.86,73,False,2616
4,25,24,5,10,0,13,0.28,0,0.0,13,1.0,72,11,0.0,42,0,91.37,13.05,15561.2,0.4,198,0.08,864.51,1192.43,0.85,0,0,61,0.21,87,111,50,15,63,26.32,47,False,2617
4,5,0,0,1,0,3,0.38,0,0.0,1,0.33,10,1,0.0,8,2,13.87,8.25,944.2,0.04,28,0.12,52.46,114.45,0.33,0,0,9,0.2,9,19,6,11,15,11.11,8,False,2618
0,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,0,2,0,2,1,0.0,0,False,2619
19,29,3,20,20,54,15,0.15,26,2.0,7,0.47,62,3,0.0,82,1,23.98,98.43,232360.35,0.79,425,0.01,12908.91,2360.7,0.2,14,27,49,0.1,159,266,21,26,143,32.79,102,True,2620
4,7,2,0,2,12,4,0.27,6,2.0,3,0.75,15,1,0.0,15,0,21.94,10.5,2418.38,0.08,49,0.1,134.35,230.32,0.25,3,6,13,0.17,21,28,13,13,23,11.76,15,False,2621
1,3,0,0,0,4,2,0.4,2,2.0,1,0.5,6,1,0.0,5,1,7.92,6.0,285.29,0.02,15,0.17,15.85,47.55,0.5,1,2,6,0.25,6,9,3,6,8,0.0,5,False,2622
0,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,0,2,0,2,1,0.0,0,False,2623
2,1,0,0,0,0,1,0.33,0,0.0,1,1.0,1,1,0.0,3,0,8.98,2.5,56.15,0.01,8,0.4,3.12,22.46,1.0,0,0,2,0.14,2,6,2,5,7,0.0,3,False,2624
17,17,6,8,11,32,9,0.16,16,2.0,6,0.67,48,1,0.0,47,1,86.67,27.58,65929.86,0.8,376,0.04,3662.77,2390.44,0.11,8,16,41,0.11,171,205,62,20,85,28.79,55,False,2625
4,3,2,0,1,4,2,0.25,2,2.0,2,1.0,6,1,0.0,8,4,20.23,4.44,399.66,0.03,22,0.23,22.2,89.92,0.5,1,2,6,0.11,10,12,9,8,18,11.11,8,False,2626
4,5,1,2,9,0,3,0.27,0,0.0,2,0.67,11,1,0.0,9,1,21.43,4.38,410.22,0.03,24,0.23,22.79,93.77,0.33,0,0,10,0.12,10,14,8,7,26,55.0,11,False,2627
6,3,1,1,1,4,2,0.2,2,2.0,1,0.5,6,1,0.0,9,1,22.66,10.31,2409.37,0.08,55,0.1,133.85,233.64,0.5,1,2,6,0.11,15,40,8,11,19,18.18,10,True,2628
10,3,0,0,4,4,2,0.14,2,2.0,1,0.5,7,1,0.0,14,2,18.81,17.05,5466.9,0.11,73,0.06,303.72,320.64,0.5,1,2,7,0.06,31,42,10,11,31,22.22,14,False,2629
7,3,4,1,3,4,2,0.17,2,2.0,2,1.0,10,1,0.0,11,0,25.79,5.0,644.64,0.04,33,0.2,35.81,128.93,0.5,1,2,10,0.08,15,18,9,6,24,26.67,12,False,2630
9,11,4,2,3,20,6,0.13,10,2.0,6,1.0,23,1,0.0,43,1,41.94,16.02,10767.58,0.22,129,0.06,598.2,672.02,0.17,5,10,19,0.1,47,82,22,15,59,10.42,45,False,2631
0,7,2,0,0,0,4,0.36,0,0.0,3,0.75,16,1,0.0,11,0,18.18,11.92,2581.57,0.07,53,0.08,143.42,216.64,0.25,0,0,14,0.24,13,40,6,11,17,0.0,11,False,2632
5,1,0,0,0,0,1,0.07,0,0.0,1,1.0,1,1,0.0,15,3,33.1,8.73,2520.95,0.1,68,0.11,140.05,288.86,1.0,0,0,2,0.05,24,44,11,8,21,0.0,15,False,2633
1,1,1,0,0,0,1,0.5,0,0.0,1,1.0,2,1,0.0,2,2,11.86,3.5,145.3,0.01,12,0.29,8.07,41.51,1.0,0,0,3,0.2,4,8,4,7,5,0.0,2,False,2634
16,9,5,5,22,16,5,0.12,8,2.0,5,1.0,22,1,0.0,37,1,34.17,20.57,14460.86,0.23,133,0.05,803.38,702.96,0.2,4,8,19,0.06,48,85,21,18,82,42.19,42,False,2635
0,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,0,2,0,2,1,0.0,0,False,2636
11,9,3,0,4,16,5,0.23,8,2.0,3,0.6,21,1,0.0,22,0,25.42,17.34,7647.27,0.15,89,0.06,424.85,440.92,0.2,4,8,18,0.13,37,52,16,15,39,15.38,22,False,2637
0,7,3,2,0,12,4,0.44,6,2.0,4,1.0,14,4,1.0,7,2,26.93,4.8,620.48,0.04,31,0.21,34.47,129.27,1.0,3,6,12,0.36,12,19,10,8,11,22.22,9,False,2638
2,3,1,0,0,4,2,0.29,2,2.0,1,0.5,7,1,0.0,7,2,11.44,10.71,1313.83,0.04,30,0.09,72.99,122.62,0.5,1,2,7,0.17,15,15,7,10,12,0.0,7,False,2639
9,59,13,0,5,0,34,0.4,0,0.0,22,0.65,133,15,0.0,84,2,45.25,61.67,172104.21,0.93,444,0.02,9561.34,2790.72,0.44,0,0,101,0.34,187,257,47,31,99,5.62,84,False,2640
15,45,6,9,46,56,23,0.37,12,4.0,7,0.3,62,19,0.0,54,2,54.16,34.14,63133.21,0.62,326,0.03,3507.4,1849.21,0.83,22,84,41,0.18,115,211,32,19,125,50.46,63,False,2641
5,1,1,0,0,0,1,0.1,0,0.0,1,1.0,2,1,0.0,10,1,21.06,8.36,1470.86,0.06,44,0.12,81.71,176.0,1.0,0,0,3,0.06,13,31,7,9,17,0.0,10,False,2642
0,3,2,0,0,4,2,0.4,2,2.0,2,1.0,6,1,0.0,5,1,10.68,4.67,232.53,0.02,15,0.21,12.92,49.83,0.5,1,2,6,0.29,4,11,3,7,7,0.0,5,False,2643
1,9,2,0,1,0,5,0.36,0,0.0,3,0.6,18,3,0.0,14,1,25.3,10.56,2822.18,0.09,55,0.09,156.79,267.19,0.6,0,0,15,0.29,26,29,16,13,17,6.67,14,False,2644
1,5,2,0,0,0,3,0.5,0,0.0,2,0.67,11,1,0.0,6,0,18.13,7.5,1020.0,0.05,34,0.13,56.67,136.0,0.33,0,0,10,0.23,9,25,6,10,13,0.0,6,False,2645
8,1,3,0,0,0,1,0.04,0,0.0,1,1.0,4,1,0.0,25,1,22.57,32.79,24261.43,0.25,148,0.03,1347.86,740.0,1.0,0,0,5,0.03,51,97,14,18,35,0.0,25,False,2646
6,3,2,0,30,0,2,0.14,0,0.0,1,0.5,7,1,0.0,14,1,16.16,12.14,2382.41,0.07,48,0.08,132.36,196.2,0.5,0,0,7,0.04,17,31,7,10,52,68.18,14,False,2647
3,7,1,3,0,8,4,0.4,2,4.0,2,0.5,9,4,1.0,7,0,18.39,9.17,1545.09,0.06,39,0.11,85.84,168.56,1.0,3,4,7,0.27,15,24,9,11,15,30.0,10,True,2648
7,3,1,0,3,4,2,0.1,2,2.0,2,1.0,7,1,0.0,21,1,28.0,17.0,8091.46,0.16,97,0.06,449.53,475.97,0.5,1,2,7,0.06,34,63,15,15,33,12.5,21,False,2649
3,5,3,0,1,8,3,0.25,4,2.0,3,1.0,12,1,0.0,12,0,26.42,6.77,1210.43,0.06,39,0.15,67.25,178.81,0.33,2,4,11,0.17,16,23,13,11,18,7.69,12,False,2650
3,1,1,0,0,0,1,0.06,0,0.0,1,1.0,2,1,0.0,16,0,17.75,22.79,9216.43,0.13,97,0.04,512.02,404.48,1.0,0,0,3,0.05,29,68,7,11,21,0.0,16,False,2651
0,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,0,2,0,2,1,0.0,0,False,2652
7,3,0,7,4,4,2,0.17,2,2.0,1,0.5,6,1,0.0,5,3,15.69,10.29,1660.33,0.05,38,0.1,92.24,161.42,0.5,1,2,6,0.07,12,26,7,12,27,68.75,12,True,2653
8,5,5,0,19,6,3,0.21,2,3.0,1,0.33,13,1,0.0,14,1,26.68,10.56,2976.12,0.09,58,0.09,165.34,281.76,0.33,2,3,12,0.07,26,32,16,13,43,57.58,14,False,2654
22,9,5,8,18,8,5,0.14,4,2.0,5,1.0,22,1,0.0,27,3,30.1,21.5,13912.18,0.22,120,0.05,772.9,647.08,0.2,2,4,19,0.06,43,77,21,21,77,49.06,35,False,2655
2,1,0,1,0,0,1,0.25,0,0.0,1,1.0,1,1,0.0,3,0,11.58,2.67,82.35,0.01,11,0.38,4.57,30.88,1.0,0,0,2,0.11,4,7,3,4,9,25.0,4,True,2656
8,5,0,2,9,8,3,0.09,4,2.0,1,0.33,11,1,0.0,32,5,17.32,73.18,92777.91,0.42,273,0.01,5154.33,1267.77,0.33,2,4,10,0.05,115,158,11,14,60,25.58,34,True,2657
4,1,2,1,1,0,1,0.17,0,0.0,1,1.0,3,1,0.0,5,1,14.51,4.2,255.97,0.02,17,0.24,14.22,60.94,1.0,0,0,4,0.08,6,11,5,7,13,28.57,6,False,2658
7,3,3,0,2,4,2,0.12,2,2.0,2,1.0,8,1,0.0,17,4,22.93,9.27,1971.45,0.07,47,0.11,109.53,212.61,0.5,1,2,8,0.06,17,30,11,12,31,10.53,17,False,2659
5,15,2,7,3,20,8,0.21,6,3.0,1,0.13,29,8,1.0,31,4,27.2,53.67,78353.33,0.49,292,0.02,4352.96,1460.0,1.0,7,10,23,0.16,138,154,18,14,50,24.39,38,False,2660
3,3,1,0,0,4,2,0.13,2,2.0,1,0.5,6,1,0.0,15,0,27.64,7.69,1635.44,0.07,47,0.13,90.86,212.61,0.5,1,2,6,0.1,20,27,13,10,20,0.0,15,False,2661
18,3,2,3,12,4,2,0.15,2,2.0,2,1.0,7,1,0.0,10,1,18.36,10.2,1910.42,0.06,42,0.1,106.13,187.3,0.5,1,2,7,0.05,17,25,10,12,44,60.0,13,False,2662
4,7,1,0,3,10,4,0.33,4,2.0,2,0.5,14,3,0.0,12,1,17.71,23.0,9367.25,0.14,83,0.04,520.4,407.27,0.75,3,5,12,0.19,23,60,10,20,21,20.0,12,False,2663
0,13,0,0,0,0,7,1.0,0,0.0,1,0.14,19,7,1.0,7,1,23.57,7.11,1191.72,0.06,41,0.14,66.21,167.59,1.0,0,0,14,0.88,16,25,9,8,8,0.0,7,False,2664
25,29,3,2,11,50,15,0.23,22,2.0,3,0.2,64,8,0.0,63,0,33.22,65.26,141466.74,0.72,402,0.02,7859.26,2167.71,0.53,14,25,51,0.15,158,244,23,19,103,17.11,65,False,2665
3,9,3,0,0,0,5,0.5,0,0.0,4,0.8,21,1,0.0,10,0,19.98,13.36,3564.69,0.09,64,0.07,198.04,266.88,0.2,0,0,18,0.26,17,47,7,11,19,0.0,10,False,2666
13,7,4,1,13,12,4,0.27,6,2.0,4,1.0,14,1,0.0,14,2,21.38,9.5,1929.74,0.07,47,0.11,107.21,203.13,0.25,3,6,12,0.1,19,28,10,10,42,50.0,15,False,2667
1,9,3,0,0,0,5,0.5,0,0.0,4,0.8,21,1,0.0,10,0,20.87,12.14,3077.28,0.08,62,0.08,170.96,253.42,0.2,0,0,18,0.29,17,45,7,10,17,0.0,10,False,2668
4,3,1,1,1,4,2,0.22,2,2.0,2,1.0,7,1,0.0,8,0,11.35,10.08,1154.03,0.04,28,0.1,64.11,114.45,0.5,1,2,7,0.13,11,17,6,11,16,20.0,9,False,2669
11,7,0,15,8,12,4,0.16,6,2.0,1,0.25,16,1,0.0,10,0,25.55,25.31,16365.59,0.22,136,0.04,909.2,646.66,0.25,3,6,14,0.09,47,89,13,14,46,69.7,25,True,2670
4,5,0,2,2,8,3,0.15,4,2.0,1,0.33,10,1,0.0,18,0,20.53,12.14,3027.64,0.08,61,0.08,168.2,249.34,0.33,2,4,9,0.11,17,44,7,10,28,18.18,20,True,2671
0,1,1,0,0,0,1,0.1,0,0.0,1,1.0,5,1,0.0,10,0,44.27,4.62,943.04,0.07,49,0.22,52.39,204.33,1.0,0,0,6,0.08,24,25,13,5,12,0.0,10,False,2672
0,3,0,0,0,0,2,1.0,0,0.0,1,0.5,6,1,0.0,0,0,13.29,3.0,119.59,0.01,12,0.33,6.64,39.86,0.5,0,0,6,2.0,4,8,4,6,1,0.0,0,False,2673
2,4,2,0,0,0,3,0.27,0,0.0,3,1.0,8,1,0.0,11,0,14.48,12.83,2384.98,0.06,43,0.08,132.5,185.84,0.33,0,0,7,0.16,11,32,6,14,19,0.0,11,False,2674
1,1,0,0,0,0,1,0.33,0,0.0,1,1.0,1,1,0.0,3,0,9.05,2.0,36.19,0.01,7,0.5,2.0,18.09,1.0,0,0,2,0.17,2,5,2,4,6,0.0,3,False,2675
4,1,3,0,9,0,1,0.2,0,0.0,1,1.0,4,1,0.0,5,0,18.91,5.5,572.0,0.03,26,0.18,31.78,104.0,1.0,0,0,5,0.05,11,15,8,8,20,64.29,5,False,2676
14,21,3,5,36,36,11,0.15,16,2.0,5,0.45,40,5,0.0,68,1,38.68,42.21,68900.96,0.54,285,0.02,3827.83,1632.46,0.45,10,18,31,0.09,102,183,29,24,125,37.61,73,False,2677
1,9,0,0,0,0,5,0.45,0,0.0,1,0.2,18,5,1.0,11,2,9.46,15.3,2213.6,0.05,38,0.07,122.98,144.68,1.0,0,0,15,0.38,17,21,5,9,13,0.0,11,False,2678
32,37,12,6,21,58,19,0.21,22,2.0,10,0.53,79,13,0.0,84,0,50.64,50.0,126600.0,0.84,422,0.02,7033.33,2532.0,0.68,18,29,62,0.13,156,266,39,25,145,24.32,90,False,2679
2,3,1,0,0,4,2,0.22,2,2.0,1,0.5,6,1,0.0,9,0,18.21,11.67,2477.96,0.07,50,0.09,137.66,212.4,0.5,1,2,6,0.15,21,29,9,10,13,0.0,9,False,2680
0,1,0,0,0,0,1,0.1,0,0.0,1,1.0,1,1,0.0,10,3,16.71,33.75,19031.2,0.19,163,0.03,1057.29,563.89,1.0,0,0,2,0.07,81,82,6,5,14,0.0,10,False,2681
10,13,2,2,5,22,7,0.47,10,2.0,3,0.43,22,1,0.0,13,0,29.5,19.83,11602.5,0.2,117,0.05,644.58,585.0,0.14,6,11,17,0.21,35,82,15,17,34,35.0,15,False,2682
26,34,19,1,6,32,25,0.21,16,2.0,25,1.0,74,8,0.0,116,1,53.9,42.21,96014.07,0.76,354,0.02,5334.11,2274.9,0.32,8,16,51,0.17,123,231,51,35,151,5.69,117,False,2683
2,1,1,0,0,0,1,0.14,0,0.0,1,1.0,2,1,0.0,7,0,9.86,12.0,1419.65,0.04,33,0.08,78.87,118.3,1.0,0,0,3,0.09,12,21,4,8,11,0.0,7,False,2684
3,9,0,2,0,10,5,0.5,2,5.0,1,0.2,11,5,1.0,8,0,18.06,8.94,1442.7,0.05,38,0.11,80.15,161.42,1.0,4,5,8,0.33,13,25,8,11,15,20.0,10,True,2685
5,1,1,0,0,0,1,0.09,0,0.0,1,1.0,2,1,0.0,11,1,21.27,10.0,2126.66,0.07,51,0.1,118.15,212.67,1.0,0,0,3,0.06,16,35,8,10,18,0.0,11,False,2686
0,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,2,1.0,0,1,0,1,1,0.0,0,False,2687
14,5,0,3,2,8,3,0.04,4,2.0,1,0.33,10,1,0.0,64,0,44.68,37.34,62299.43,0.56,340,0.03,3461.08,1668.34,0.33,2,4,9,0.04,129,211,19,11,85,7.25,67,True,2688
6,5,1,0,2,6,3,0.14,2,3.0,1,0.33,9,3,1.0,22,1,30.36,13.0,5130.52,0.13,83,0.08,285.03,394.66,1.0,2,3,8,0.09,28,55,14,13,32,8.33,22,False,2689
5,3,4,4,2,4,2,0.11,2,2.0,2,1.0,11,1,0.0,14,0,34.0,8.25,2314.44,0.09,59,0.12,128.58,280.54,0.5,1,2,11,0.07,24,35,16,11,27,30.0,18,False,2690
1,3,1,0,0,0,2,0.5,0,0.0,1,0.5,6,1,0.0,4,0,16.07,4.5,325.53,0.02,19,0.22,18.08,72.34,0.5,0,0,6,0.18,5,14,5,9,11,0.0,4,False,2691
17,13,2,5,8,22,7,0.23,10,2.0,3,0.43,26,6,0.0,25,0,19.62,44.8,39374.15,0.29,170,0.02,2187.45,878.89,0.86,6,11,21,0.12,64,106,15,21,57,34.21,30,False,2692
2,9,0,0,0,0,5,0.5,0,0.0,1,0.2,18,4,0.0,10,2,7.1,19.25,2632.27,0.05,35,0.05,146.24,136.74,0.8,0,0,15,0.36,14,21,4,11,14,0.0,10,False,2693
5,15,5,0,3,0,8,0.21,0,0.0,8,1.0,42,1,0.0,39,3,35.89,25.54,23410.95,0.31,170,0.04,1300.61,916.69,0.13,0,0,36,0.17,83,87,26,16,48,7.14,39,False,2694
0,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,0,2,0,2,1,0.0,0,False,2695
4,3,1,1,0,4,2,0.2,2,2.0,1,0.5,6,1,0.0,9,0,15.16,15.0,3411.47,0.08,51,0.07,189.53,227.43,0.5,1,2,6,0.13,14,37,7,15,16,10.0,10,True,2696
10,5,5,4,0,8,3,0.08,4,2.0,3,1.0,13,1,0.0,34,0,76.14,13.84,14581.44,0.35,193,0.07,810.08,1053.67,0.33,2,4,12,0.06,66,127,31,13,50,10.53,38,False,2697
0,3,1,0,0,4,2,0.33,2,2.0,1,0.5,7,1,0.0,6,3,9.79,14.3,2002.0,0.05,35,0.07,111.22,140.0,0.5,1,2,7,0.25,13,22,5,11,8,0.0,6,False,2698
11,7,1,1,11,12,4,0.13,6,2.0,1,0.25,20,1,0.0,31,0,51.31,17.5,15713.29,0.3,178,0.06,872.96,897.9,0.25,3,6,18,0.07,70,108,22,11,56,27.91,32,True,2699
1,15,0,0,0,28,8,0.36,14,2.0,1,0.13,34,3,0.0,22,4,20.24,28.5,16441.15,0.19,120,0.04,913.4,576.88,0.38,7,14,28,0.29,57,63,14,14,28,0.0,22,False,2700
6,10,3,1,4,10,6,0.22,4,2.0,5,0.83,19,1,0.0,26,1,21.63,27.75,16653.5,0.2,117,0.04,925.19,600.13,0.17,3,5,15,0.15,37,80,14,21,39,16.12,27,False,2701
1,3,3,1,0,0,2,0.25,0,0.0,2,1.0,8,1,0.0,7,0,20.61,6.5,870.87,0.04,31,0.15,48.38,133.98,0.5,0,0,8,0.18,13,18,10,10,11,12.5,8,False,2702
0,3,1,0,9,4,2,0.29,2,2.0,1,0.5,6,1,0.0,7,3,9.82,11.0,1188.0,0.04,27,0.09,66.0,108.0,0.5,1,2,6,0.11,10,17,5,11,18,56.25,7,False,2703
1,5,2,0,0,0,3,0.27,0,0.0,3,1.0,12,1,0.0,11,0,17.11,11.67,2329.28,0.07,47,0.09,129.4,199.65,0.33,0,0,11,0.21,21,26,9,10,14,0.0,11,False,2704
4,7,0,1,3,12,4,0.21,6,2.0,1,0.25,14,1,0.0,18,0,10.95,15.79,2728.99,0.06,40,0.06,151.61,172.88,0.25,3,6,12,0.14,17,23,7,13,28,18.18,19,True,2705
13,11,3,3,5,20,6,0.21,10,2.0,3,0.5,27,1,0.0,25,0,29.42,20.92,12878.64,0.21,121,0.05,715.48,615.58,0.17,5,10,23,0.13,53,68,19,15,48,24.24,28,False,2706
0,1,1,0,0,0,1,0.5,0,0.0,1,1.0,2,1,0.0,2,0,9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,1.0,0,0,3,0.25,3,4,3,4,4,0.0,2,False,2707
0,5,0,0,0,0,3,0.6,0,0.0,1,0.33,7,3,1.0,5,1,13.11,4.8,301.96,0.02,17,0.21,16.78,62.91,1.0,0,0,6,0.5,6,11,5,8,6,0.0,5,False,2708
5,23,5,0,1,0,12,0.43,0,0.0,11,0.92,54,10,0.0,28,0,23.38,30.33,21507.84,0.24,159,0.03,1194.88,709.05,0.83,0,0,44,0.3,42,117,9,13,40,3.45,28,False,2709
6,3,1,16,3,4,2,0.09,2,2.0,2,1.0,7,1,0.0,7,0,102.56,11.0,12409.79,0.38,202,0.09,689.43,1128.16,0.5,1,2,7,0.06,74,128,37,11,34,73.08,23,True,2710
3,37,3,0,0,0,19,0.73,0,0.0,3,0.16,62,17,0.0,26,2,25.72,48.63,60821.24,0.42,235,0.02,3378.96,1250.65,0.89,0,0,45,0.61,88,147,19,21,31,0.0,26,False,2711
